scope,strategy,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover
full_history,quantile_asym_ls_L0.02_S0.50,0.52,0.02,0.5,-0.9566078862705443,-0.23795973834084672,-0.43740025101151064,-0.9858928593217711,0.1400094921689606
full_history,quantile_asym_ls_L0.02_S0.40,0.42,0.02,0.4,-0.9532285506872326,-0.23299357166106915,-0.45928145256213015,-0.9712153702051746,0.1305173232083531
full_history,quantile_asym_ls_L0.02_S0.30,0.32,0.02,0.3,-0.9076881744371148,-0.18646791367249793,-0.40856287630289345,-0.9692032673281691,0.12149976269577599
full_history,quantile_asym_ls_L0.02_S0.20,0.22,0.02,0.2,-0.7808046312595731,-0.12319014442152654,-0.33119798086890234,-0.9437926230650784,0.08875177978168011
full_history,quantile_asym_ls_L0.02_S0.10,0.12,0.02,0.1,-0.2230377918610772,-0.021621562460054644,-0.07768320910446366,-0.6275359046379267,0.06502135738016136
full_history,quantile_asym_ls_L0.02_S0.05,0.07,0.02,0.05,0.6415890797753576,0.04386744855844249,0.2554099008047979,-0.45659269546115716,0.043663977218794496
full_history,quantile_asym_ls_L0.02_S0.02,0.04,0.02,0.02,0.22722620272304872,0.0178934003064255,0.15104253317762292,-0.23826487377393693,0.029425723777883245
full_history,quantile_long_only_0.50,0.5,0.5,0.0,5.578667725166547,0.17723691238438688,0.43695477763070345,-0.7529375411938997,0.12102515424774561
full_history,quantile_long_only_0.40,0.4,0.4,0.0,2.594668761657827,0.11719497221032982,0.32656030597039065,-0.7431770934520244,0.13241575700047462
full_history,quantile_long_only_0.30,0.3,0.3,0.0,1.8107733921365647,0.09364284793231303,0.30495710441329277,-0.6512903646098835,0.12055054579971523
full_history,quantile_long_only_0.20,0.20023809523809524,0.20023809523809524,0.0,0.8982645183614504,0.057085603438153276,0.22395708699638037,-0.4916752786878663,0.09871855719031798
full_history,quantile_long_only_0.10,0.1,0.1,0.0,1.2281133398881914,0.07185725005963595,0.4176243453595999,-0.4138987533638498,0.06597057427622212
full_history,quantile_long_only_0.05,0.05,0.05,0.0,0.6585036501655568,0.04479471626656473,0.3792232745661576,-0.20799812830582123,0.03986710963455149
full_history,quantile_long_only_0.02,0.02,0.02,0.0,0.146452011743333,0.011908330979784276,0.14423630015102626,-0.14666864436426558,0.018984337921214997
